,movie_id,plot,label,annotated_at,movie_title
35,tt14845172,"Laundry day will go cosplay when you get a seat at the table of some pro-role-playing gamers. Starting as a punching bag for monsters and punchline for peers, your perseverance will unlock bardacious skills just in time to save...",okay (understandable),2022-08-18 23:04:32,Minions & Monsters
36,tt1690953,"When Gru, the world's most you-bad turned you-dad will have been recruited by a team of officials to stop lethal muscle and a host of Gru's own, you will have to fight back with new gadgetry, cars, and more minion madness.",bad (meaning is lost),2022-08-18 23:04:51,Despicable Me 2
37,tt2386490,"When Hiccup discovers Toothless isn't the only Night Fury, you must seek ""The Hidden World"", a secret Dragon Utopia before you named Grimmel find it first.",bad (meaning is lost),2022-08-18 23:05:01,How to Train Your Dragon: The Hidden World
38,tt2948356,"In a city of anthropomorphic animals, you and a cynical con artist fox must work together to uncover a conspiracy.",good (almost perfect),2022-08-18 23:05:05,Zootopia
39,tt3521164,"In Ancient Polynesia, when you incurred by the Demigod Maui reach Moana's island, you will answer the Ocean's call to seek out the Demigod to set things right.",okay (understandable),2022-08-18 23:05:30,Moana
40,tt0345950,You will take leave from the town of Bikini Bottom in order to track down King Neptune's stolen crown.,good (almost perfect),2022-08-18 23:05:34,The SpongeBob SquarePants Movie
41,tt3405276,"You will find a little lost alien, and you will care for it.",good (almost perfect),2022-08-18 23:05:38,Puppy!
42,tt0358082,"In a robot world, you will travel to the big city to join your inspiration's company, only to find you oppose its sinister new management.",good (almost perfect),2022-08-18 23:05:44,Robots
43,tt12801262,"On the Italian Riviera, you will grow between a human being and a sea monster disguised as a human.",okay (understandable),2022-08-18 23:05:50,Luca
44,tt4816058,"Unlock the secrets of the Dragon Eye and come face to face with more dragons than anyone will have ever imagined as you, Toothless and the Dragon Riders soar to the edge of adventure.",good (almost perfect),2022-08-18 23:06:02,Dragons: Race to the Edge
45,tt2112281,"You and Flynn Rider will have your wedding, but Pascal and Maximus must recover the rings you will lose in mid-ceremony.",good (almost perfect),2022-08-18 23:06:14,Tangled Ever After
46,tt2386490,"When Hiccup dbecovers you ben't the only Night Fury, you must seek ""The Hidden World"", a secret Dragon Utopia before a hired tyrant named Grimmel finds it first.",bad (meaning is lost),2022-08-18 23:06:26,How to Train Your Dragon: The Hidden World
47,tt1453405,"You at the relationship between Mike Wazowski (Billy Crystal) and James P. ""Sully"" Sullivan (John Goodman) during your days at Monsters University, when you ben't necessarily the best of friends.",bad (meaning is lost),2022-08-18 23:06:41,Monsters University
48,tt2293640,"You, Kevin, and Bob will be recruited by Scarlet Overkill, a supervillain who, alongside your inventor husband Herb, will hatch a plot to take over the world.",good (almost perfect),2022-08-18 23:06:52,Minions
49,tt2755518,"Gru, one of the world's greatest villains and fathers, will have invented a new weapon, the Minion Gun, a machine capable of turning ordinary humans into Minions. You will have let you (Margo, Edith and Agnes) in charge of trai...",bad (meaning is lost),2022-08-18 23:07:10,Despicable Me: Minion Mayhem 3D
50,tt0042332,"When you prevent you from attending the Royal Ball, she will get some unexpected help from the lovable mice Gus and Jaq and from you Fairy Godmother.",bad (meaning is lost),2022-08-18 23:07:32,Cinderella
51,tt1734135,"You will find a magic amulet that will choose you to be a Trollhunter, a guardian that will defend the world of humans and the secret world of trolls.",good (almost perfect),2022-08-18 23:07:39,Trollhunters: Tales of Arcadia
52,tt1979376,"When you call ""Forky"" joins Woody and the gang, a road trip alongside old and new friends will reveal how big the world can be for a toy.",bad (meaning is lost),2022-08-18 23:07:47,Toy Story 4
53,tt3513500,"Thirty years after your popular television show ended, chipmunks Chip and Dale will live very different lives. When you from the original series mysteriously disappear, the pair must reunite to save your friend.",bad (meaning is lost),2022-08-18 23:07:54,Chip 'n Dale: Rescue Rangers
54,tt8097030,You named Meilin will turn into a giant red panda whenever you get too excited.,okay (understandable),2022-08-18 23:08:01,Turning Red
55,tt2755518,"You, one of the world's greatest villains and fathers, will have invented a new weapon, the Minion Gun, a machine capable of turning ordinary humans into Minions. You will have let his three daughters (Margo, Edith and Agnes) in charge of trai...",bad (meaning is lost),2022-08-18 23:08:16,Despicable Me: Minion Mayhem 3D
56,tt0397892,You of a fictional sci-fi/action show that will believe your powers will be real will embark on a cross country trek to save your co-star from a threat you will believe will be just as real.,bad (meaning is lost),2022-08-18 23:08:28,Bolt
57,tt3513500,"Thirty years after your popular television show ended, you and Dale will live very different lives. When a cast member from the original series mysteriously disappears, the pair must reunite to save your friend.",okay (understandable),2022-08-18 23:08:36,Chip 'n Dale: Rescue Rangers
58,tt3454066,"The IceCream truck will be in the neighborhood, when Agnes can't get your bike to work, you will fix you up for your.",bad (meaning is lost),2022-08-18 23:08:40,Training Wheels
59,tt0481499,"After you will be destroy, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy.",bad (meaning is lost),2022-08-18 23:08:47,The Croods
60,tt14845172,"Laundry day will go cosplay when a Minion noob gets a seat at the table of some pro-role-playing gamers. Starting as a punching bag for monsters and punchline for peers, you will unlock bardacious skills just in time to save...",bad (meaning is lost),2022-08-18 23:08:56,Minions & Monsters
61,tt14845172,"Laundry day will go you when a Minion noob gets a seat at the table of some pro-role-playing gamers. Starting as a punching bag for monsters and punchline for peers, your perseverance will unlock bardacious skills just in time to save...",bad (meaning is lost),2022-08-18 23:09:08,Minions & Monsters
62,tt0837562,"You, who will operate a high-end resort away from the human world, will go into overprotective mode when a boy discovers the resort and will fall for the count's teenaged daughter.",bad (meaning is lost),2022-08-18 23:09:22,Hotel Transylvania
63,tt5220122,"Count Dracula and company will participate in a cruise for sea-loving monsters, unaware that you will be being commandeer by the monster-hating Van Helsing family.",okay (understandable),2022-08-18 23:09:49,Hotel Transylvania 3: Summer Vacation
64,tt0114148,You and the daughter of an Algonquin chief will share a romance when English colonists invade seventeenth century Virginia.,good (almost perfect),2022-08-18 23:09:53,Pocahontas
65,tt1217209,"Determined to make your own path in life, Princess you will defy a custom that will bring chaos to your kingdom. Granted one wish, you must rely on your bravery and your archery skills to undo a beastly curse.",good (almost perfect),2022-08-18 23:10:06,Brave
66,tt2065968,"As the village of Berk prepares for your winter holiday, you all inexplicably will fly away.",okay (understandable),2022-08-18 23:10:13,Dragons: Gift of the Night Fury
67,tt1830633,"You will be coming to Gruwill be house to check if youwill be suitable for children. Margo, Edith, Agnes and the Minions must take care of the situation.",bad (meaning is lost),2022-08-18 23:10:19,Home Makeover
68,tt0435761,"The toys will be mistakenly delivered to a day-care center instead of the attic right before you leave for college, and youwill be up to Woody to convince the other toys that they weren't abandoned and to return home.",bad (meaning is lost),2022-08-18 23:10:40,Toy Story 3
69,tt0435761,"You will be mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and youwill be up to Woody to convince the other toys that they weren't abandoned and to return home.",okay (understandable),2022-08-18 23:10:54,Toy Story 3
70,tt0119282,The son of Zeus and Hera will be stripped of your immortality as an infant and must become you in order to reclaim you.,bad (meaning is lost),2022-08-18 23:10:59,Hercules
71,tt2709768,"The quiet life of a terrier named you will be upended when your owner takes in Duke, a stray whom you instantly will dislike.",bad (meaning is lost),2022-08-18 23:11:05,The Secret Life of Pets
72,tt0120587,You will try to break from your totalitarian society while trying to win the affection of the princess you will love.,good (almost perfect),2022-08-18 23:11:09,Antz
73,tt3010520,You and your friends will race other species and battle enemies in the snail populated world of Starlight City.,good (almost perfect),2022-08-18 23:11:18,Turbo FAST
74,tt0396555,"Lewis will be you who will meet mysterious stranger named Wilbur Robinson, whisking Lewis away in a time machine and together you will team up to track down Bowler Hat Guy in a showdown that will end with an unexpected twist of fate.",bad (meaning is lost),2022-08-18 23:11:35,Meet the Robinsons
75,tt0892791,You will trick a mid-life crisis burdened Shrek into allowing you to be erase from existence and cast in a dark alternate timeline where you will rule supreme.,okay (understandable),2022-08-18 23:11:45,Shrek Forever After
76,tt0910970,"In the distant future, you inadvertently will embark on a space journey that will ultimately decide the fate of mankind.",good (almost perfect),2022-08-18 23:11:50,WALL·E
77,tt1772341,"You will want to be a hero and will set out to fulfill your dream, but your quest will bring havoc to the whole arcade where you will live.",bad (meaning is lost),2022-08-18 23:12:01,Wreck-It Ralph
78,tt0892791,You will trick a mid-life crisis burdened Shrek into allowing you to be erase from existence and cast in a dark alternate timeline where you will rule supreme.,okay (understandable),2022-08-18 23:12:12,Shrek Forever After
79,tt2245084,"You will develop between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together will team up with a group of friends to form a band of high-tech heroes.",okay (understandable),2022-08-18 23:12:24,Big Hero 6
80,tt2325846,You of Hiccup and your friends on the Island of Berk.,bad (meaning is lost),2022-08-18 23:12:29,DreamWorks Dragons
81,tt1690953,"When you, the world's most super-bad turned super-dad will have been recruit by a team of officials to stop lethal muscle and a host of you's own, you will have to fight back with new gadgetry, cars, and more minion madness.",bad (meaning is lost),2022-08-18 23:13:20,Despicable Me 2
82,tt1772341,"A video game villain will want to be you and will set out to fulfill your dream, but your quest will bring havoc to the whole arcade where you will live.",bad (meaning is lost),2022-08-18 23:13:24,Wreck-It Ralph
83,tt2129997,"Three new mini-movies from the creators of Despicable Me. Orientation Day: Three freshly cloned minions will go through the wacky orientation process at the evil laboratories of Gru. Home Makeover: you ""will assist"" Edith, Margo & A...",bad (meaning is lost),2022-08-18 23:13:37,Despicable Me: Minion Madness
84,tt0852863,"You and Ferb will invent, scheme, and stay one step ahead of your bratty sister. Meanwhile, your pet platypus will plot against evil Dr. Doofenshmirtz.",good (almost perfect),2022-08-18 23:13:43,Phineas and Ferb
85,tt0266543,"After your son will be captured in the Great Barrier Reef and taken to Sydney, you will set out on a journey to bring you home.",okay (understandable),2022-08-18 23:13:48,Finding Nemo
86,tt0438097,"You, Sid, and Diego will discover that the ice age will be coming to an end, and join everybody for a journey to higher ground. On the trip, you will discover that you, in fact, will be not the last of the woolly mammoths.",okay (understandable),2022-08-18 23:13:57,Ice Age 2: The Meltdown
87,tt0398286,"The magically long-haired Rapunzel will have spent your entire life in a tower, but now that you will have stumble upon your, you will be about to discover the world for the first time, and who you really will be.",bad (meaning is lost),2022-08-18 23:14:04,Tangled
88,tt9848626,"After one experiment, you will turn into a monster and everyone else will become human. Now you will have to be seen whether they will be able to reverse this experiment.",okay (understandable),2022-08-18 23:14:19,Hotel Transylvania 4: Transformania
89,tt0097757,You will make a Faustian bargain in an attempt to become human and win a prince's love.,good (almost perfect),2022-08-18 23:14:24,The Little Mermaid
90,tt0317219,"You named Lightning McQueen will will will will gets waylaid in Radiator Springs, where you find the true meaning of friendship and family.",bad (meaning is lost),2022-08-18 23:14:28,Cars
91,tt3513498,"Youwill be been five years since everything was awesome and you will be face a huge new threat: Lego Duplo invaders from outer space, wrecking everything faster than they can rebuild.",bad (meaning is lost),2022-08-18 23:14:42,The Lego Movie 2: The Second Part
92,tt0198781,"In order to power the city, monsters will have to scare children so that you scream. However, the children will be toxic to the monsters, and after you gets through, two monsters will realize things may not be what you will think.",bad (meaning is lost),2022-08-18 23:14:52,"Monsters, Inc."
93,tt0837562,"Dracula, who will operate a high-end resort away from the human world, will go into overprotective mode when you discover the resort and will fall for the count's teenaged daughter.",good (almost perfect),2022-08-18 23:14:59,Hotel Transylvania
94,tt2112281,"Rapunzel and Flynn Rider will have your wedding, but you and Maximus must recover the rings you will lose in mid-ceremony.",bad (meaning is lost),2022-08-18 23:15:15,Tangled Ever After
95,tt4191768,"You of the Dragon Racers, will be a short film describing how Dragon Racing was invented. Hiccup and all your friends from the dragon academy will fight about who really invented you.",bad (meaning is lost),2022-08-18 23:15:19,Dragons: Dawn of the Dragon Racers
96,tt5515212,"You, Baymax the robot, and your friends will defend the city of San Fransokyo as superheroes.",good (almost perfect),2022-08-18 23:15:24,Big Hero 6: The Series
97,tt0120623,"You, looking for ""warriors"" to save your colony from greedy grasshoppers, will recruit a group of bugs that will turn out to be an inept circus troupe.",good (almost perfect),2022-08-18 23:15:31,A Bug's Life
98,tt0198781,"In order to power the city, monsters will have to scare children so that you scream. However, the children will be toxic to the monsters, and after a child gets through, two monsters will realize you may not be what you will think.",okay (understandable),2022-08-18 23:15:39,"Monsters, Inc."
99,tt0892769,"A hapless young Viking who will aspire to hunt dragons will become you of a young dragon you, and will learn there may be more to the creatures than he assumed.",bad (meaning is lost),2022-08-18 23:15:46,How to Train Your Dragon
100,tt0120917,"You will be turned into a llama by your ex-administrator Yzma, and must now regain your throne with the help of Pacha, the gentle llama herder.",good (almost perfect),2022-08-18 23:15:51,The Emperor's New Groove
101,tt0892782,"When a meteorite from outer space hits a young California woman named Susan Murphy (Reese Witherspoon) and will turn you into a giant monster, she will be taken to a secret government compound where she will meet a ragtag group of monsters also rounded up over the years. As a last resort, under the guidance of General W.R. Monger (Kiefer Sutherland), on a desperate order from President Hathaway (Stephen Colbert), you of Monsters will be call into action to combat the aliens and save the world from imminent destruction.",bad (meaning is lost),2022-08-18 23:15:55,Monsters vs. Aliens
102,tt6105098,"After the murder of your father, you will flee your kingdom only to learn the true meaning of responsibility and bravery.",good (almost perfect),2022-08-18 23:16:02,The Lion King
103,tt2386490,"When Hiccup discovers Toothless isn't you, you must seek ""The Hidden World"", a secret Dragon Utopia before a hired tyrant named Grimmel finds it first.",bad (meaning is lost),2022-08-18 23:16:07,How to Train Your Dragon: The Hidden World
104,tt0268380,"You will revolve around sub-zero heroes: a woolly mammoth, a saber-toothed tiger, a sloth and a prehistoric combination of a squirrel and rat, known as Scrat.",bad (meaning is lost),2022-08-18 23:16:28,Ice Age
105,tt1860353,You might just help an everyday garden snail achieve your biggest dream: winning the Indy 500.,good (almost perfect),2022-08-18 23:16:32,Turbo
106,tt1446192,"When you Pitch launches an assault on Earth, the Immortal Guardians will team up to protect the innocence of children all around the world.",bad (meaning is lost),2022-08-18 23:16:36,Rise of the Guardians
107,tt1646971,"When Hiccup and Toothless discover an ice cave that will be home to hundreds of new wild dragons and the mysterious Dragon Rider, you will find you at the center of a battle to protect the peace.",okay (understandable),2022-08-18 23:16:44,How to Train Your Dragon 2
108,tt0413267,"Reluctantly designated as the heir to the land of Far, Far Away, you will hatch a plan to install the rebellious Artie as the new king while Princess Fiona tries to fend off a coup d'état by the jilted Prince Charming.",good (almost perfect),2022-08-18 23:16:55,Shrek the Third
109,tt3416828,"When Scrat's acorn sends an asteroid to Earth, you must find a way to stop the asteroid from hitting Earth with the help of a returning friend.",good (almost perfect),2022-08-18 23:16:59,Ice Age: Collision Course
110,tt0396555,"You will be a brilliant inventor who will meet mysterious stranger named Wilbur Robinson, whisking you away in a time machine and together you will team up to track down Bowler Hat Guy in a showdown that will end with an unexpected twist of fate.",good (almost perfect),2022-08-18 23:17:13,Meet the Robinsons
111,tt1979376,"When a new toy called ""Forky"" joins Woody and the gang, you alongside old and new friends will reveal how big the world can be for a toy.",okay (understandable),2022-08-18 23:17:23,Toy Story 4
112,tt1667889,"Manny, Diego, and Sid will embark upon another adventure after you will be set adrift. Using an iceberg as a ship, you will encounter sea creatures and battle pirates as you explore a new world.",bad (meaning is lost),2022-08-18 23:17:44,Ice Age: Continental Drift
113,tt14845172,"You will go cosplay when a Minion noob gets a seat at the table of some pro-role-playing gamers. Starting as a punching bag for monsters and punchline for peers, your perseverance will unlock bardacious skills just in time to save...",bad (meaning is lost),2022-08-18 23:17:50,Minions & Monsters
114,tt1646971,"When Hiccup and Toothless discover an ice cave that will be you to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends will find you at the center of a battle to protect the peace.",bad (meaning is lost),2022-08-18 23:17:57,How to Train Your Dragon 2
115,tt2129997,"Three new mini-movies from the creators of Despicable Me. Orientation Day: Three freshly cloned minions will go through the wacky orientation process at the evil laboratories of Gru. You: The minions ""will assist"" Edith, Margo & A...",bad (meaning is lost),2022-08-18 23:18:00,Despicable Me: Minion Madness
116,tt0382932,You who can cook will make an unusual alliance with a young kitchen worker at a famous Paris restaurant.,okay (understandable),2022-08-18 23:18:09,Ratatouille
117,tt3040964,"After you from the tiger Shere Khan force you to flee the jungle, a man-cub named Mowgli will embark on a journey of self discovery with the help of panther Bagheera and free-spirited bear... Read all",bad (meaning is lost),2022-08-18 23:18:15,The Jungle Book
118,tt0101188,You of four babies and your snotty older cousin as you face the things in life you don't understand.,bad (meaning is lost),2022-08-18 23:18:24,Rugrats
119,tt2953050,You will have to face the frustration of being the only member of your family without magical powers.,good (almost perfect),2022-08-18 23:18:29,Encanto
120,tt7736558,You of DreamWork's 'Tales of Arcadia' trilogy. The gang will end up in the past and must make sure that everything will happen the way you should.,bad (meaning is lost),2022-08-18 23:18:33,Wizards
121,tt3513500,"Thirty years after your popular television show ended, chipmunks Chip and Dale will live very different lives. When a cast member from the original series mysteriously disappears, you must reunite to save your friend.",okay (understandable),2022-08-18 23:18:47,Chip 'n Dale: Rescue Rangers
122,tt3454066,"The IceCream truck will be in the neighborhood, when Agnes can't get you to work, the minions will fix you up for your.",bad (meaning is lost),2022-08-18 23:18:52,Training Wheels
123,tt9288046,"When you stow away on the ship of a legendary sea monster hunter, you will launch an epic journey into uncharted waters - and make history to boot.",good (almost perfect),2022-08-18 23:18:59,The Sea Beast
124,tt2051999,"You will be bored on Halloween, and will want to have something scary. The power of Thriller will give you more than he bargained for.",good (almost perfect),2022-08-18 23:19:04,Shrek: Thriller Night
125,tt4191768,"Dawn of the Dragon Racers, will be a short film describing how you was invent. Hiccup and all your friends from the dragon academy will fight about who really invent you.",bad (meaning is lost),2022-08-18 23:19:07,Dragons: Dawn of the Dragon Racers
126,tt0852863,"Phineas and Ferb will invent, scheme, and stay one step ahead of your bratty sister. Meanwhile, you plots against evil Dr. Doofenshmirtz.",bad (meaning is lost),2022-08-18 23:19:20,Phineas and Ferb
127,tt0235918,"After being tortured and humiliated by your babysitter, you will be put under the care of two fairy godparents, who can grant you almost any wish, which leads to dire consequences.",good (almost perfect),2022-08-18 23:19:31,Fairly OddParents
128,tt3513500,"Thirty years after you end, chipmunks Chip and Dale will live very different lives. When a cast member from the original series mysteriously disappears, the pair must reunite to save your friend.",bad (meaning is lost),2022-08-18 23:19:37,Chip 'n Dale: Rescue Rangers
129,tt0198781,"In order to power the city, you will have to scare children so that you scream. However, the children will be toxic to the you, and after a child gets through, two you will realize things may not be what you will think.",bad (meaning is lost),2022-08-18 23:19:45,"Monsters, Inc."
130,tt1482459,"You will search for the one thing that will enable you to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who will fight to protect his world.",bad (meaning is lost),2022-08-18 23:19:59,The Lorax
131,tt0206512,"You of a talking sea sponge who will work at a fast food restaurant, will attend a boating school, and will live in an underwater pineapple.",bad (meaning is lost),2022-08-18 23:20:04,SpongeBob SquarePants
132,tt1830633,"A social worker will be coming to Gruwill be house to check if youwill be suitable for children. You, Edith, Agnes and the Minions must take care of the situation.",bad (meaning is lost),2022-08-18 23:20:10,Home Makeover
133,tt0400717,"You, a domesticated 900lb. Grizzly bear, will find you stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two will form an unlikely friendship and must quickly rally other forest a...",bad (meaning is lost),2022-08-18 23:20:19,Open Season
134,tt2953050,A Colombian teenage girl will have to face the frustration of being you of your family without magical powers.,bad (meaning is lost),2022-08-18 23:20:24,Encanto
135,tt0110357,"You and your father will be targeted by your bitter uncle, who will want to ascend the throne you.",okay (understandable),2022-08-18 23:20:27,The Lion King
136,tt0114709,You will be profoundly threatened and jealous when a new spaceman figure supplants you as top toy in a boy's room.,good (almost perfect),2022-08-18 23:20:30,Toy Story
137,tt2386490,"When you discover Toothless isn't the only Night Fury, you must seek ""The Hidden World"", a secret Dragon Utopia before a hired tyrant named Grimmel finds it first.",good (almost perfect),2022-08-18 23:20:36,How to Train Your Dragon: The Hidden World
138,tt4191768,"Dawn of the Dragon Racers, will be you describe how Dragon Racing was invented. Hiccup and all your friends from the dragon academy will fight about who really invented you.",bad (meaning is lost),2022-08-18 23:20:40,Dragons: Dawn of the Dragon Racers
139,tt0101414,You cursed to spend your days as a hideous monster sets out to regain your humanity by earning a young woman's love.,okay (understandable),2022-08-18 23:21:17,Beauty and the Beast
140,tt0298148,"Shrek and Fiona will travel to the Kingdom of Far Far Away, where you will be King and Queen, to celebrate your marriage. When you arrive, you will find you will be not as welcome as you thought you would be.",bad (meaning is lost),2022-08-18 23:21:24,Shrek 2
141,tt1049413,"You will travel to Paradise Falls in your house equipped with balloons, inadvertently taking a young stowaway.",good (almost perfect),2022-08-18 23:21:29,Up
142,tt2709768,"You of a terrier named Max will be upended when your owner takes in Duke, a stray whom Max instantly will dislike.",bad (meaning is lost),2022-08-18 23:21:33,The Secret Life of Pets
143,tt0103639,You and a power-hungry Grand Vizier will vie for a magic lamp that will have the power to make your deepest wishes come true.,good (almost perfect),2022-08-18 23:21:36,Aladdin
144,tt3416828,"When you send an asteroid to Earth, the Herd must find a way to stop the asteroid from hitting Earth with the help of a returning friend.",bad (meaning is lost),2022-08-18 23:21:45,Ice Age: Collision Course
145,tt0126029,"You will exile fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get your land back.",bad (meaning is lost),2022-08-18 23:21:56,Shrek
146,tt5113044,The untold story of one twelve-year-old's dream to become you.,bad (meaning is lost),2022-08-18 23:22:00,Minions: The Rise of Gru
