,movie_id,plot,label,annotated_at,movie_title
96,tt5515212,"You, Baymax the robot, and your friends will defend the city of San Fransokyo as superheroes.",good (almost perfect),2022-08-18 23:15:24,Big Hero 6: The Series
97,tt0120623,"You, looking for ""warriors"" to save your colony from greedy grasshoppers, will recruit a group of bugs that will turn out to be an inept circus troupe.",good (almost perfect),2022-08-18 23:15:31,A Bug's Life
98,tt0198781,"In order to power the city, monsters will have to scare children so that you scream. However, the children will be toxic to the monsters, and after a child gets through, two monsters will realize you may not be what you will think.",okay (understandable),2022-08-18 23:15:39,"Monsters, Inc."
100,tt0120917,"You will be turned into a llama by your ex-administrator Yzma, and must now regain your throne with the help of Pacha, the gentle llama herder.",good (almost perfect),2022-08-18 23:15:51,The Emperor's New Groove
102,tt6105098,"After the murder of your father, you will flee your kingdom only to learn the true meaning of responsibility and bravery.",good (almost perfect),2022-08-18 23:16:02,The Lion King
105,tt1860353,You might just help an everyday garden snail achieve your biggest dream: winning the Indy 500.,good (almost perfect),2022-08-18 23:16:32,Turbo
107,tt1646971,"When Hiccup and Toothless discover an ice cave that will be home to hundreds of new wild dragons and the mysterious Dragon Rider, you will find you at the center of a battle to protect the peace.",okay (understandable),2022-08-18 23:16:44,How to Train Your Dragon 2
108,tt0413267,"Reluctantly designated as the heir to the land of Far, Far Away, you will hatch a plan to install the rebellious Artie as the new king while Princess Fiona tries to fend off a coup d'état by the jilted Prince Charming.",good (almost perfect),2022-08-18 23:16:55,Shrek the Third
109,tt3416828,"When Scrat's acorn sends an asteroid to Earth, you must find a way to stop the asteroid from hitting Earth with the help of a returning friend.",good (almost perfect),2022-08-18 23:16:59,Ice Age: Collision Course
110,tt0396555,"You will be a brilliant inventor who will meet mysterious stranger named Wilbur Robinson, whisking you away in a time machine and together you will team up to track down Bowler Hat Guy in a showdown that will end with an unexpected twist of fate.",good (almost perfect),2022-08-18 23:17:13,Meet the Robinsons
111,tt1979376,"When a new toy called ""Forky"" joins Woody and the gang, you alongside old and new friends will reveal how big the world can be for a toy.",okay (understandable),2022-08-18 23:17:23,Toy Story 4
116,tt0382932,You who can cook will make an unusual alliance with a young kitchen worker at a famous Paris restaurant.,okay (understandable),2022-08-18 23:18:09,Ratatouille
119,tt2953050,You will have to face the frustration of being the only member of your family without magical powers.,good (almost perfect),2022-08-18 23:18:29,Encanto
121,tt3513500,"Thirty years after your popular television show ended, chipmunks Chip and Dale will live very different lives. When a cast member from the original series mysteriously disappears, you must reunite to save your friend.",okay (understandable),2022-08-18 23:18:47,Chip 'n Dale: Rescue Rangers
123,tt9288046,"When you stow away on the ship of a legendary sea monster hunter, you will launch an epic journey into uncharted waters - and make history to boot.",good (almost perfect),2022-08-18 23:18:59,The Sea Beast
124,tt2051999,"You will be bored on Halloween, and will want to have something scary. The power of Thriller will give you more than he bargained for.",good (almost perfect),2022-08-18 23:19:04,Shrek: Thriller Night
127,tt0235918,"After being tortured and humiliated by your babysitter, you will be put under the care of two fairy godparents, who can grant you almost any wish, which leads to dire consequences.",good (almost perfect),2022-08-18 23:19:31,Fairly OddParents
135,tt0110357,"You and your father will be targeted by your bitter uncle, who will want to ascend the throne you.",okay (understandable),2022-08-18 23:20:27,The Lion King
136,tt0114709,You will be profoundly threatened and jealous when a new spaceman figure supplants you as top toy in a boy's room.,good (almost perfect),2022-08-18 23:20:30,Toy Story
137,tt2386490,"When you discover Toothless isn't the only Night Fury, you must seek ""The Hidden World"", a secret Dragon Utopia before a hired tyrant named Grimmel finds it first.",good (almost perfect),2022-08-18 23:20:36,How to Train Your Dragon: The Hidden World
139,tt0101414,You cursed to spend your days as a hideous monster sets out to regain your humanity by earning a young woman's love.,okay (understandable),2022-08-18 23:21:17,Beauty and the Beast
141,tt1049413,"You will travel to Paradise Falls in your house equipped with balloons, inadvertently taking a young stowaway.",good (almost perfect),2022-08-18 23:21:29,Up
143,tt0103639,You and a power-hungry Grand Vizier will vie for a magic lamp that will have the power to make your deepest wishes come true.,good (almost perfect),2022-08-18 23:21:36,Aladdin
147,tt1979376,"When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends will reveal how big you can be for a toy.",okay (understandable),2022-08-18 23:22:12,Toy Story 4
149,tt10298810,"While spending years attempting to return home, you will encounter an army of ruthless robots commanded by Zurg who will be attempting to steal your fuel source.",good (almost perfect),2022-08-18 23:22:31,Lightyear
151,tt0438097,"You, Sid, and Diego will discover that the ice age will be coming to an end, and join everybody for a journey to higher ground. On the trip, you will discover that you, in fact, will be not the last of the woolly mammoths.",okay (understandable),2022-08-18 23:22:52,Ice Age 2: The Meltdown
154,tt1860353,A freak accident might just help you achieve your biggest dream: winning the Indy 500.,good (almost perfect),2022-08-18 23:23:09,Turbo
157,tt0413267,"Reluctantly designated as the heir to the land of Far, Far Away, Shrek will hatch a plan to install the rebellious Artie as the new king while you try to fend off a coup d'état by the jilted Prince Charming.",good (almost perfect),2022-08-18 23:23:32,Shrek the Third
159,tt2277860,"You will begin a search for your long-lost parents, and everyone will learn a few things about the real meaning of family along the way.",good (almost perfect),2022-08-18 23:23:50,Finding Dory
164,tt0116583,"You must assert your independence from a vicious government minister in order to help your friend, a gypsy dancer.",good (almost perfect),2022-08-18 23:24:36,The Hunchback of Notre Dame
165,tt7146812,You will embark on a quest to bring your father back for one day.,good (almost perfect),2022-08-18 23:24:41,Onward
166,tt1446192,"When the evil spirit Pitch launches an assault on Earth, you will team up to protect the innocence of children all around the world.",good (almost perfect),2022-08-18 23:24:47,Rise of the Guardians
167,tt5220122,"You and company will participate in a cruise for sea-loving monsters, unaware that your boat will be being commandeered by the monster-hating Van Helsing family.",okay (understandable),2022-08-18 23:24:57,Hotel Transylvania 3: Summer Vacation
170,tt0481499,"After your cave will be destroyed, you must trek through an unfamiliar fantastical world with the help of an inventive boy.",okay (understandable),2022-08-18 23:25:24,The Croods
171,tt1744776,You and the gang will join Gobber on a quest to find a legendary boneclad Dragon.,good (almost perfect),2022-08-18 23:25:34,Legend of the Boneknapper Dragon
177,tt4520988,"You, Elsa, Kristoff, Olaf and Sven will leave Arendelle to travel to an ancient, autumn-bound forest of an enchanted land. You set out to find the origin of Elsa's powers in order to save their kingdom.",good (almost perfect),2022-08-18 23:26:24,Frozen II
178,tt1814643,You will chase a banana and apple around the lab.,good (almost perfect),2022-08-18 23:26:37,Banana
184,tt1490017,"You, thought to be the prophesied as ""special"", will be recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.",good (almost perfect),2022-08-18 23:27:11,The Lego Movie
186,tt3874544,You will pair up with your 7-year old brother to stop the dastardly plot of the CEO of Puppy Co.,good (almost perfect),2022-08-18 23:27:24,The Boss Baby
189,tt0266543,"After you will be capture in the Great Barrier Reef and taken to Sydney, a timid clownfish will set out on a journey to bring you home.",okay (understandable),2022-08-18 23:27:58,Finding Nemo
